Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
uw,60627006,2,"Saturday, November  9, 2013 12:48:27 UTC",48.6408,-125.7902,1.2,5.00, 8,"Vancouver Island, Canada region"
ak,10842032,2,"Saturday, November  9, 2013 12:22:19 UTC",62.6019,-150.2018,1.2,66.50,27,"Central Alaska"
ak,10843928,3,"Saturday, November  9, 2013 12:10:34 UTC",55.7641,-154.4544,3.2,24.30,20,"south of Alaska"
nn,00428817,1,"Saturday, November  9, 2013 12:06:34 UTC",39.7880,-120.6706,1.1,11.80,11,"Northern California"
nn,00428816,1,"Saturday, November  9, 2013 12:05:20 UTC",39.7899,-120.6711,1.1,12.50,13,"Northern California"
pr,13313001,0,"Saturday, November  9, 2013 12:01:49 UTC",17.9419,-67.4605,2.2,27.00, 4,"Puerto Rico region"
ak,10843927,2,"Saturday, November  9, 2013 11:59:32 UTC",59.5853,-153.1183,1.4,100.70,16,"Southern Alaska"
ci,11389610,5,"Saturday, November  9, 2013 11:56:10 UTC",33.9932,-117.2182,1.4,12.80,58,"Greater Los Angeles area, California"
ci,11389594,4,"Saturday, November  9, 2013 11:45:02 UTC",36.0298,-117.7683,1.1,2.50,20,"Central California"
ak,10842021,2,"Saturday, November  9, 2013 11:17:30 UTC",60.9836,-147.2551,1.4,20.70,27,"Southern Alaska"
nc,72104161,1,"Saturday, November  9, 2013 11:15:09 UTC",37.4662,-118.8498,1.5,6.50,25,"Central California"
ak,10842018,3,"Saturday, November  9, 2013 11:13:24 UTC",61.3029,-139.8591,1.5,6.30,19,"Southern Yukon Territory, Canada"
ak,10842016,2,"Saturday, November  9, 2013 11:01:45 UTC",61.8228,-150.1254,1.1,20.50,20,"Southern Alaska"
se,110913a,A,"Saturday, November  9, 2013 10:59:44 UTC",37.9361,-77.9750,1.9,5.50, 6,"Virginia"
nc,72104131,1,"Saturday, November  9, 2013 10:50:14 UTC",38.8012,-122.7710,1.5,1.60,22,"Northern California"
ak,10842009,3,"Saturday, November  9, 2013 10:47:13 UTC",59.4510,-151.9643,1.9,62.10,41,"Kenai Peninsula, Alaska"
ak,10843919,2,"Saturday, November  9, 2013 10:34:59 UTC",62.0543,-150.5137,1.1,51.50,18,"Central Alaska"
ak,10843918,2,"Saturday, November  9, 2013 10:32:06 UTC",62.9402,-150.7704,1.2,109.20,15,"Central Alaska"
nn,00428814,1,"Saturday, November  9, 2013 10:26:55 UTC",39.7787,-120.6729,1.2,13.50,17,"Northern California"
uu,60044132,4,"Saturday, November  9, 2013 10:15:22 UTC",38.9548,-111.3987,1.6,2.00,22,"Utah"
nc,72104111,1,"Saturday, November  9, 2013 10:13:10 UTC",38.8105,-122.8150,1.1,2.90,27,"Northern California"
hv,60589236,1,"Saturday, November  9, 2013 10:09:32 UTC",19.1995,-155.7165,1.8,1.10,54,"Island of Hawaii, Hawaii"
ci,11389570,5,"Saturday, November  9, 2013 09:54:55 UTC",33.9960,-117.2162,1.9,12.90,80,"Greater Los Angeles area, California"
ci,11389562,5,"Saturday, November  9, 2013 09:52:51 UTC",33.9948,-117.2193,2.1,12.90,86,"Greater Los Angeles area, California"
pr,13313000,0,"Saturday, November  9, 2013 09:51:53 UTC",18.0603,-66.1191,2.3,20.00, 6,"Puerto Rico"
uu,60044127,2,"Saturday, November  9, 2013 09:46:25 UTC",38.9553,-111.3968,1.1,1.60,10,"Utah"
uu,60044122,2,"Saturday, November  9, 2013 09:23:57 UTC",38.9637,-111.4008,1.0,4.90, 7,"Utah"
ci,11389546,5,"Saturday, November  9, 2013 09:21:28 UTC",32.6632,-115.7213,1.8,11.00,19,"Southern California"
ci,11389554,3,"Saturday, November  9, 2013 09:21:28 UTC",32.6642,-115.7233,1.8,10.90,16,"Southern California"
ak,10841997,2,"Saturday, November  9, 2013 09:17:14 UTC",63.2462,-149.7196,1.0,97.70,16,"Central Alaska"
ci,11389538,4,"Saturday, November  9, 2013 09:15:19 UTC",34.1882,-117.6230,1.0,4.60,12,"Greater Los Angeles area, California"
uu,60044117,2,"Saturday, November  9, 2013 09:15:15 UTC",38.9555,-111.3970,1.2,1.30, 5,"Utah"
uu,60044107,4,"Saturday, November  9, 2013 09:08:24 UTC",38.9698,-111.4157,2.2,2.20,32,"Utah"
uu,60044097,4,"Saturday, November  9, 2013 09:05:22 UTC",38.9608,-111.4087,2.1,2.30,24,"Utah"
ak,10841990,2,"Saturday, November  9, 2013 08:46:54 UTC",63.9258,-148.8948,1.7,0.00,26,"Central Alaska"
ci,11389530,4,"Saturday, November  9, 2013 08:41:43 UTC",33.1650,-115.6440,1.1,0.00,13,"Southern California"
ak,10841985,2,"Saturday, November  9, 2013 08:37:26 UTC",61.3915,-150.0617,1.4,36.10,33,"Southern Alaska"
ak,10843914,2,"Saturday, November  9, 2013 08:27:49 UTC",59.9239,-152.6044,1.5,90.60,18,"Southern Alaska"
nc,72104056,0,"Saturday, November  9, 2013 08:27:05 UTC",40.1085,-120.8957,1.9,6.70, 9,"Northern California"
ak,10841983,3,"Saturday, November  9, 2013 08:26:19 UTC",61.4314,-140.7768,1.2,9.10,24,"Southern Yukon Territory, Canada"
ak,10841978,2,"Saturday, November  9, 2013 08:14:04 UTC",59.9465,-151.7389,1.6,58.60,36,"Kenai Peninsula, Alaska"
nc,72104046,0,"Saturday, November  9, 2013 07:45:57 UTC",39.7868,-120.6725,2.1,12.30,12,"Northern California"
nc,72104036,0,"Saturday, November  9, 2013 07:41:48 UTC",38.8403,-122.8258,1.4,2.20,21,"Northern California"
ci,11389506,5,"Saturday, November  9, 2013 07:23:07 UTC",33.9933,-117.2185,1.6,13.20,68,"Greater Los Angeles area, California"
nc,72103986,1,"Saturday, November  9, 2013 07:11:49 UTC",39.7758,-120.6843,2.8,11.00,22,"Northern California"
ak,10843911,2,"Saturday, November  9, 2013 07:10:29 UTC",61.9747,-151.8052,1.5,102.50,22,"Southern Alaska"
ci,11389482,5,"Saturday, November  9, 2013 06:51:51 UTC",33.9940,-117.2180,2.1,13.10,84,"Greater Los Angeles area, California"
hv,60589211,2,"Saturday, November  9, 2013 06:49:35 UTC",19.4162,-155.2585,2.0,3.20,27,"Island of Hawaii, Hawaii"
ci,11389474,2,"Saturday, November  9, 2013 06:37:53 UTC",36.1485,-118.0855,1.0,4.90, 8,"Central California"
ak,10843910,2,"Saturday, November  9, 2013 06:23:03 UTC",60.4677,-147.7436,1.3,3.90,11,"Southern Alaska"
ak,10841965,2,"Saturday, November  9, 2013 06:22:35 UTC",63.0500,-150.3672,1.1,100.40,16,"Central Alaska"
nn,00428808,1,"Saturday, November  9, 2013 06:19:48 UTC",38.3992,-119.7030,1.1,10.50, 5,"Central California"
nc,72103956,8,"Saturday, November  9, 2013 06:04:27 UTC",37.7750,-121.9467,2.9,7.80,157,"San Francisco Bay area, California"
ak,10843907,2,"Saturday, November  9, 2013 05:59:57 UTC",61.1241,-148.8444,1.2,12.90,21,"Southern Alaska"
nc,72103951,1,"Saturday, November  9, 2013 05:32:02 UTC",39.7817,-120.6797,2.4,12.00,20,"Northern California"
nc,72103936,1,"Saturday, November  9, 2013 05:17:28 UTC",38.8278,-122.8147,1.5,1.30,27,"Northern California"
ak,10841951,2,"Saturday, November  9, 2013 04:46:13 UTC",63.1153,-149.0183,1.2,69.20,23,"Central Alaska"
ak,10843905,2,"Saturday, November  9, 2013 04:39:09 UTC",60.9328,-150.7802,1.1,28.50,19,"Kenai Peninsula, Alaska"
ci,11389434,4,"Saturday, November  9, 2013 04:34:56 UTC",31.7622,-115.8770,2.6,15.00, 5,"Baja California, Mexico"
ci,11389426,6,"Saturday, November  9, 2013 04:32:18 UTC",33.9973,-117.2147,1.8,12.40,68,"Greater Los Angeles area, California"
ak,10843904,3,"Saturday, November  9, 2013 04:28:52 UTC",59.8185,-139.1519,1.4,4.20,10,"Southeastern Alaska"
nc,72103866,0,"Saturday, November  9, 2013 04:26:49 UTC",38.8217,-122.8338,1.0,0.00, 8,"Northern California"
ak,10841944,2,"Saturday, November  9, 2013 04:01:27 UTC",63.3593,-150.4353,1.0,3.10,18,"Central Alaska"
ak,10843902,2,"Saturday, November  9, 2013 03:59:08 UTC",59.0329,-152.3235,1.7,68.30,11,"Southern Alaska"
ak,10841938,2,"Saturday, November  9, 2013 03:44:21 UTC",60.8855,-151.6467,1.7,87.30,36,"Kenai Peninsula, Alaska"
ak,10843900,2,"Saturday, November  9, 2013 03:38:22 UTC",57.3253,-155.5531,1.9,72.00,10,"Alaska Peninsula"
nn,00428795,1,"Saturday, November  9, 2013 03:28:52 UTC",39.7853,-120.6695,1.2,12.50,13,"Northern California"
ak,10843899,2,"Saturday, November  9, 2013 03:25:59 UTC",60.5684,-150.7303,1.3,56.30,18,"Kenai Peninsula, Alaska"
nc,72103836,1,"Saturday, November  9, 2013 03:09:27 UTC",37.5555,-121.7785,1.6,8.30,24,"Northern California"
ak,10843898,2,"Saturday, November  9, 2013 03:08:33 UTC",61.6807,-150.8850,1.3,62.70,18,"Southern Alaska"
nn,00428791,1,"Saturday, November  9, 2013 03:08:19 UTC",39.7875,-120.6638,1.0,9.70,11,"Northern California"
ak,10841919,2,"Saturday, November  9, 2013 03:07:07 UTC",60.9767,-151.4840,1.7,73.20,31,"Kenai Peninsula, Alaska"
ak,10841920,2,"Saturday, November  9, 2013 03:06:23 UTC",62.9812,-149.6405,1.2,78.30,25,"Central Alaska"
ak,10841907,3,"Saturday, November  9, 2013 02:49:33 UTC",63.5599,-149.9597,1.4,127.90,24,"Central Alaska"
ci,11389402,4,"Saturday, November  9, 2013 02:49:27 UTC",33.9937,-117.2105,1.1,10.70,35,"Greater Los Angeles area, California"
ak,10841905,2,"Saturday, November  9, 2013 02:48:18 UTC",61.7326,-149.9161,1.2,45.00,20,"Southern Alaska"
ci,11389394,4,"Saturday, November  9, 2013 02:42:03 UTC",33.9612,-117.2193,1.0,14.60,18,"Greater Los Angeles area, California"
nn,00428788,1,"Saturday, November  9, 2013 02:40:19 UTC",38.4777,-119.6014,1.1,9.50,10,"Northern California"
ak,10841895,3,"Saturday, November  9, 2013 02:28:50 UTC",52.8197,-166.8287,3.6,0.30,20,"Fox Islands, Aleutian Islands, Alaska"
nn,00428786,1,"Saturday, November  9, 2013 02:26:39 UTC",38.1627,-119.9107,1.9,4.00, 5,"Central California"
nc,72103821,0,"Saturday, November  9, 2013 02:19:42 UTC",39.7808,-120.6773,1.8,8.40, 7,"Northern California"
ci,11389386,5,"Saturday, November  9, 2013 02:06:29 UTC",33.9955,-117.2177,1.3,12.30,48,"Greater Los Angeles area, California"
nc,72103816,4,"Saturday, November  9, 2013 02:02:38 UTC",39.7805,-120.6752,1.2,13.80,10,"Northern California"
hv,60588961,1,"Saturday, November  9, 2013 02:01:37 UTC",19.4142,-155.2960,1.9,8.10,21,"Island of Hawaii, Hawaii"
nc,72103811,3,"Saturday, November  9, 2013 01:57:55 UTC",39.7835,-120.6807,3.0,10.00,30,"Northern California"
nc,72103806,3,"Saturday, November  9, 2013 01:51:19 UTC",39.7828,-120.6773,2.1,12.00,26,"Northern California"
ci,11389362,5,"Saturday, November  9, 2013 01:50:43 UTC",33.9970,-117.2147,1.1,12.30,45,"Greater Los Angeles area, California"
ak,10841882,3,"Saturday, November  9, 2013 01:48:18 UTC",61.8563,-144.5261,1.5,14.00,20,"Southern Alaska"
ak,10841874,2,"Saturday, November  9, 2013 01:46:28 UTC",60.3782,-152.8829,2.3,126.50,63,"Southern Alaska"
ci,11389354,4,"Saturday, November  9, 2013 01:45:07 UTC",33.9968,-117.2178,1.0,11.40,18,"Greater Los Angeles area, California"
ci,11389338,4,"Saturday, November  9, 2013 01:36:45 UTC",33.9965,-117.2098,1.0,11.40,25,"Greater Los Angeles area, California"
ci,11389322,4,"Saturday, November  9, 2013 01:32:53 UTC",33.9957,-117.2157,1.6,12.30,58,"Greater Los Angeles area, California"
nc,72103801,3,"Saturday, November  9, 2013 01:30:39 UTC",39.7823,-120.6760,2.5,11.90,34,"Northern California"
nc,72103796,2,"Saturday, November  9, 2013 01:27:31 UTC",36.5872,-121.1887,1.3,2.40,30,"Central California"
nc,72103791,2,"Saturday, November  9, 2013 01:23:31 UTC",39.7813,-120.6730,1.3,11.20,14,"Northern California"
ak,10843889,2,"Saturday, November  9, 2013 01:16:41 UTC",61.3778,-151.9460,1.6,95.50,32,"Southern Alaska"
nc,72103786,2,"Saturday, November  9, 2013 01:15:59 UTC",39.7842,-120.6698,1.0,9.80,16,"Northern California"
nc,72103776,5,"Saturday, November  9, 2013 01:11:09 UTC",39.7807,-120.6822,2.9,9.80,35,"Northern California"
nc,72103771,0,"Saturday, November  9, 2013 01:09:21 UTC",38.8093,-122.8158,1.1,3.30,13,"Northern California"
ci,11389306,6,"Saturday, November  9, 2013 01:01:28 UTC",33.9952,-117.2160,1.5,13.20,58,"Greater Los Angeles area, California"
mb,13878777,2,"Saturday, November  9, 2013 00:59:10 UTC",45.9883,-111.4951,1.0,17.00,12,"western Montana"
ci,11389298,6,"Saturday, November  9, 2013 00:58:46 UTC",33.9957,-117.2168,2.8,12.50,116,"Greater Los Angeles area, California"
ci,11389290,5,"Saturday, November  9, 2013 00:46:37 UTC",33.9942,-117.2167,1.1,12.30,29,"Greater Los Angeles area, California"
nc,72103751,2,"Saturday, November  9, 2013 00:27:25 UTC",40.5433,-121.6690,1.3,5.40,12,"Northern California"
nc,72103746,0,"Saturday, November  9, 2013 00:20:18 UTC",38.8038,-122.7903,1.0,1.70,16,"Northern California"
ak,10841828,2,"Saturday, November  9, 2013 00:13:54 UTC",64.9895,-147.2972,1.1,0.00, 8,"Central Alaska"
uw,60626906,1,"Saturday, November  9, 2013 00:09:05 UTC",44.1000,-123.4077,1.0,0.00,11,"Oregon"
ak,10841822,1,"Saturday, November  9, 2013 00:04:11 UTC",63.4030,-148.3209,1.0,17.90,10,"Central Alaska"
nc,72103731,4,"Friday, November  8, 2013 23:57:20 UTC",37.4928,-118.8355,1.8,7.80,41,"Central California"
nc,72103726,1,"Friday, November  8, 2013 23:54:22 UTC",38.8162,-122.7930,1.2,2.90,22,"Northern California"
ak,10841809,3,"Friday, November  8, 2013 23:52:13 UTC",61.4221,-150.7276,2.4,51.10,59,"Southern Alaska"
mb,13484164,2,"Friday, November  8, 2013 23:46:51 UTC",44.8110,-111.5680,1.0,9.80,19,"western Montana"
ak,10841808,2,"Friday, November  8, 2013 23:46:45 UTC",62.8762,-149.2589,1.0,67.80,17,"Central Alaska"
ak,10841803,2,"Friday, November  8, 2013 23:41:25 UTC",63.2321,-151.4206,1.1,17.40,18,"Central Alaska"
ci,11389266,4,"Friday, November  8, 2013 23:22:17 UTC",32.5402,-115.8035,1.9,1.30,16,"Baja California, Mexico"
ci,11389258,5,"Friday, November  8, 2013 23:18:23 UTC",33.2637,-116.0090,1.3,5.30,20,"Southern California"
ak,10843108,2,"Friday, November  8, 2013 23:06:34 UTC",51.1580,-178.6023,2.5,2.90, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10843107,2,"Friday, November  8, 2013 23:02:28 UTC",52.1860,-173.5595,2.7,21.60, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10841788,2,"Friday, November  8, 2013 22:54:52 UTC",52.0513,-173.6195,3.1,7.40,11,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11389250,5,"Friday, November  8, 2013 22:47:35 UTC",33.9002,-116.7458,1.8,14.90,59,"Southern California"
ak,10841786,2,"Friday, November  8, 2013 22:40:22 UTC",61.0150,-150.0226,1.2,43.70,10,"Southern Alaska"
ak,10841781,2,"Friday, November  8, 2013 22:28:05 UTC",61.4953,-141.6250,1.2,8.20,18,"Southern Alaska"
mb,13221088,2,"Friday, November  8, 2013 22:25:12 UTC",44.8433,-111.4830,1.3,5.40,22,"western Montana"
nc,72103661,2,"Friday, November  8, 2013 22:23:10 UTC",36.3092,-120.8192,1.3,6.70,23,"Central California"
uw,60626841,1,"Friday, November  8, 2013 22:15:03 UTC",49.3237,-120.5597,2.4,0.00,14,"British Columbia, Canada"
ci,11389234,5,"Friday, November  8, 2013 22:10:45 UTC",33.0158,-116.4358,1.8,11.80,53,"Southern California"
nc,72103636,0,"Friday, November  8, 2013 21:46:28 UTC",37.9197,-122.2970,1.2,0.50, 8,"San Francisco Bay area, California"
ci,11389226,5,"Friday, November  8, 2013 21:13:29 UTC",34.7078,-116.2997,1.6,2.30,25,"Southern California"
ci,11389218,5,"Friday, November  8, 2013 21:08:49 UTC",34.1930,-117.5198,1.3,4.80,36,"Greater Los Angeles area, California"
ak,10841704,2,"Friday, November  8, 2013 21:06:36 UTC",62.1957,-145.6541,1.5,18.20,19,"Central Alaska"
nc,72103606,0,"Friday, November  8, 2013 20:59:42 UTC",38.8422,-122.8368,1.4,2.40,20,"Northern California"
ak,10841698,2,"Friday, November  8, 2013 20:51:57 UTC",52.2383,-168.2960,2.9,4.80, 9,"Fox Islands, Aleutian Islands, Alaska"
ak,10841693,2,"Friday, November  8, 2013 20:51:01 UTC",62.1863,-145.6658,1.4,18.20,18,"Central Alaska"
ak,10841687,2,"Friday, November  8, 2013 20:48:06 UTC",63.5917,-147.5921,1.6,8.70,24,"Central Alaska"
